source,target,weight
Czech Republic,New Caledonia,1
Czech Republic,Albania,2
Czech Republic,East Timor,1
Czech Republic,Kazakhstan,3
Czech Republic,Antigua and Barbuda,1
Czech Republic,New Zealand,2
Czech Republic,Gibraltar,1
Czech Republic,Libya,3
Czech Republic,Aruba,1
Guadeloupe,Canada,1
Guadeloupe,Croatia,1
Guadeloupe,Liberia,1
Guadeloupe,Palau,1
Guadeloupe,Poland,1
Guadeloupe,Panama,1
Guadeloupe,Saint Lucia,1
Guadeloupe,Israel,1
Guadeloupe,Dominican Republic,1
Guadeloupe,Virgin Islands,1
Guadeloupe,Puerto Rico,1
Guadeloupe,Georgia,1
Guadeloupe,Bulgaria,1
Guadeloupe,Singapore,1
Guadeloupe,Austria,1
Guadeloupe,Netherlands Antilles,1
Guadeloupe,Latvia,1
Guadeloupe,Chile,1
Guadeloupe,Equatorial Guinea,1
Guadeloupe,Madagascar,1
Guadeloupe,Reunion,1
Guadeloupe,Tunisia,1
Guadeloupe,Taiwan,1
Guadeloupe,Cambodia,1
Panama,Canada,2
Panama,Croatia,1
Panama,Liberia,2
Panama,Suriname,1
Panama,Poland,2
Panama,Palau,1
Panama,Israel,2
Panama,Dominican Republic,2
Panama,Virgin Islands,2
Panama,Ethiopia,1
Panama,Tunisia,1
Panama,Taiwan,2
Panama,Cambodia,1
Panama,Pakistan,1
Panama,Honduras,1
Panama,Estonia,1
Panama,Saint Lucia,1
Panama,Puerto Rico,2
Panama,Georgia,2
Panama,Bulgaria,1
Panama,Burundi,1
Panama,Singapore,2
Panama,Austria,2
Panama,Netherlands Antilles,2
Panama,Latvia,2
Panama,Chile,2
Panama,Equatorial Guinea,2
Panama,Madagascar,1
Panama,Ghana,1
Panama,Reunion,1
Panama,Kazakhstan,1
Panama,Aruba,1
Dominican Republic,Canada,3
Dominican Republic,Isle of Man,1
Dominican Republic,Croatia,2
Dominican Republic,Liberia,3
Dominican Republic,Suriname,1
Dominican Republic,Cayman Islands,1
Dominican Republic,Poland,3
Dominican Republic,Palau,1
Dominican Republic,Maldives,1
Dominican Republic,Israel,3
Dominican Republic,Virgin Islands,3
Dominican Republic,Ethiopia,1
Dominican Republic,Bermuda,1
Dominican Republic,Sri Lanka,1
Dominican Republic,Turks and Caicos Islands,1
Dominican Republic,Lithuania,1
Dominican Republic,Tunisia,1
Dominican Republic,Taiwan,2
Dominican Republic,Cambodia,1
Dominican Republic,Barbados,1
Dominican Republic,Namibia,1
Dominican Republic,Pakistan,1
Dominican Republic,Honduras,1
Dominican Republic,Estonia,1
Dominican Republic,Saint Kitts and Nevis,1
Dominican Republic,Saint Lucia,2
Dominican Republic,Puerto Rico,2
Dominican Republic,Georgia,2
Dominican Republic,Bulgaria,2
Dominican Republic,Burundi,1
Dominican Republic,Singapore,3
Dominican Republic,Austria,3
Dominican Republic,Netherlands Antilles,2
Dominican Republic,Latvia,2
Dominican Republic,Chile,2
Dominican Republic,Equatorial Guinea,2
Dominican Republic,Madagascar,1
Dominican Republic,Ghana,2
Dominican Republic,Grenada,1
Dominican Republic,Reunion,1
Dominican Republic,Trinidad and Tobago,1
Dominican Republic,Albania,1
Dominican Republic,Kazakhstan,2
Dominican Republic,Antigua and Barbuda,1
Dominican Republic,Gibraltar,1
Dominican Republic,Libya,1
Dominican Republic,Aruba,1
Cambodia,Canada,1
Cambodia,Croatia,1
Cambodia,Liberia,1
Cambodia,Palau,1
Cambodia,Poland,1
Cambodia,Maldives,1
Cambodia,Israel,1
Cambodia,Nepal,1
Cambodia,Virgin Islands,1
Cambodia,Ethiopia,1
Cambodia,Bangladesh,1
Cambodia,Sri Lanka,1
Cambodia,Tunisia,1
Cambodia,Taiwan,2
Cambodia,Burma,1
Cambodia,Saint Lucia,1
Cambodia,Puerto Rico,1
Cambodia,Georgia,1
Cambodia,Bulgaria,1
Cambodia,Singapore,2
Cambodia,Austria,1
Cambodia,Netherlands Antilles,1
Cambodia,Latvia,1
Cambodia,Brunei,1
Cambodia,Chile,1
Cambodia,Equatorial Guinea,1
Cambodia,Madagascar,1
Cambodia,Reunion,1
Cambodia,New Zealand,1
Latvia,Canada,3
Latvia,Croatia,2
Latvia,Liberia,2
Latvia,Montenegro,1
Latvia,Suriname,1
Latvia,Poland,3
Latvia,Palau,1
Latvia,Maldives,1
Latvia,Israel,3
Latvia,Nepal,1
Latvia,Afghanistan,1
Latvia,Sudan,1
Latvia,Virgin Islands,2
Latvia,Ethiopia,2
Latvia,Bangladesh,1
Latvia,Mongolia,1
Latvia,Sri Lanka,1
Latvia,Macedonia,1
Latvia,Tajikistan,1
Latvia,Somalia,1
Latvia,Lithuania,1
Latvia,Moldova,1
Latvia,Tunisia,2
Latvia,Taiwan,2
Latvia,Pakistan,2
Latvia,Honduras,1
Latvia,Uzbekistan,1
Latvia,Estonia,2
Latvia,Saint Lucia,1
Latvia,Yemen,1
Latvia,Bosnia and Herzegovina,1
Latvia,Puerto Rico,2
Latvia,Georgia,3
Latvia,South Sudan,1
Latvia,Bulgaria,2
Latvia,Burundi,1
Latvia,Singapore,3
Latvia,Austria,3
Latvia,Netherlands Antilles,2
Latvia,Iraq,1
Latvia,Iran,1
Latvia,Turkmenistan,1
Latvia,Chile,2
Latvia,Equatorial Guinea,3
Latvia,Madagascar,1
Latvia,Ghana,2
Latvia,Kyrgyzstan,1
Latvia,Reunion,1
Latvia,Albania,1
Latvia,Kazakhstan,2
Latvia,Libya,1
Latvia,Aruba,1
Liberia,Canada,3
Liberia,Isle of Man,1
Liberia,Croatia,2
Liberia,Suriname,1
Liberia,Cayman Islands,1
Liberia,Poland,3
Liberia,Palau,1
Liberia,Maldives,1
Liberia,Israel,3
Liberia,Virgin Islands,3
Liberia,Ethiopia,1
Liberia,Bermuda,1
Liberia,Sri Lanka,1
Liberia,Turks and Caicos Islands,1
Liberia,Lithuania,1
Liberia,Tunisia,1
Liberia,Taiwan,2
Liberia,Barbados,1
Liberia,Namibia,1
Liberia,Pakistan,1
Liberia,Honduras,1
Liberia,Estonia,1
Liberia,Saint Kitts and Nevis,1
Liberia,Saint Lucia,2
Liberia,Puerto Rico,2
Liberia,Georgia,2
Liberia,Bulgaria,2
Liberia,Burundi,1
Liberia,Singapore,3
Liberia,Austria,3
Liberia,Netherlands Antilles,2
Liberia,Chile,2
Liberia,Equatorial Guinea,2
Liberia,Madagascar,1
Liberia,Ghana,2
Liberia,Grenada,1
Liberia,Reunion,1
Liberia,Trinidad and Tobago,1
Liberia,Albania,1
Liberia,Kazakhstan,2
Liberia,Antigua and Barbuda,1
Liberia,Gibraltar,1
Liberia,Libya,1
Liberia,Aruba,1
Palau,Canada,2
Palau,Croatia,1
Palau,Poland,1
Palau,Guam,1
Palau,Saint Lucia,1
Palau,Israel,1
Palau,Virgin Islands,1
Palau,Puerto Rico,1
Palau,Georgia,1
Palau,Bulgaria,1
Palau,Singapore,2
Palau,Austria,1
Palau,Netherlands Antilles,1
Palau,Chile,2
Palau,Equatorial Guinea,1
Palau,Madagascar,1
Palau,Reunion,1
Palau,Tunisia,1
Palau,Taiwan,2
Reunion,Canada,1
Reunion,Croatia,1
Reunion,Poland,1
Reunion,Saint Lucia,1
Reunion,Israel,1
Reunion,Virgin Islands,1
Reunion,Puerto Rico,1
Reunion,Georgia,1
Reunion,Bulgaria,1
Reunion,Singapore,1
Reunion,Austria,1
Reunion,Netherlands Antilles,1
Reunion,Chile,1
Reunion,Equatorial Guinea,1
Reunion,Madagascar,1
Reunion,Tunisia,1
Reunion,Taiwan,1
Chile,Canada,3
Chile,Croatia,1
Chile,Vanuatu,1
Chile,Suriname,1
Chile,Poland,3
Chile,Israel,2
Chile,Virgin Islands,2
Chile,Ethiopia,1
Chile,Tunisia,1
Chile,Taiwan,3
Chile,Guam,1
Chile,Pakistan,1
Chile,Papua New Guinea,1
Chile,Honduras,1
Chile,Estonia,1
Chile,Saint Lucia,1
Chile,Fiji,1
Chile,Puerto Rico,2
Chile,Georgia,2
Chile,Bulgaria,1
Chile,Burundi,1
Chile,Singapore,4
Chile,Austria,2
Chile,Netherlands Antilles,2
Chile,Equatorial Guinea,2
Chile,Madagascar,1
Chile,Ghana,1
Chile,New Caledonia,1
Chile,East Timor,1
Chile,Kazakhstan,1
Chile,New Zealand,1
Chile,Aruba,1
Singapore,Swaziland,1
Singapore,Canada,11
Singapore,Isle of Man,1
Singapore,Croatia,4
Singapore,Lesotho,1
Singapore,Vanuatu,2
Singapore,Montenegro,1
Singapore,Suriname,1
Singapore,Poland,8
Singapore,Cayman Islands,1
Singapore,Maldives,7
Singapore,Israel,4
Singapore,Nepal,5
Singapore,Afghanistan,2
Singapore,Sudan,4
Singapore,Virgin Islands,3
Singapore,Ethiopia,6
Singapore,Bangladesh,6
Singapore,Bermuda,1
Singapore,Mongolia,1
Singapore,Sri Lanka,7
Singapore,Macedonia,1
Singapore,Turks and Caicos Islands,1
Singapore,Niue,1
Singapore,Tajikistan,1
Singapore,Somalia,1
Singapore,Lithuania,2
Singapore,Tunisia,4
Singapore,Moldova,1
Singapore,Taiwan,7
Singapore,Norfolk Island,1
Singapore,Barbados,2
Singapore,Namibia,2
Singapore,Guam,2
Singapore,Pakistan,6
Singapore,Botswana,1
Singapore,Papua New Guinea,1
Singapore,Honduras,1
Singapore,Uzbekistan,1
Singapore,Mozambique,2
Singapore,Estonia,2
Singapore,Saint Kitts and Nevis,1
Singapore,Macau,1
Singapore,Burma,4
Singapore,Saint Lucia,3
Singapore,Yemen,1
Singapore,Fiji,3
Singapore,Bosnia and Herzegovina,1
Singapore,Seychelles,3
Singapore,Samoa,1
Singapore,Puerto Rico,3
Singapore,Georgia,4
Singapore,South Sudan,1
Singapore,Bulgaria,4
Singapore,Burundi,1
Singapore,Austria,7
Singapore,Netherlands Antilles,2
Singapore,Iraq,4
Singapore,Tonga,1
Singapore,Cook Islands,1
Singapore,Iran,4
Singapore,Turkmenistan,1
Singapore,Brunei,1
Singapore,Madagascar,2
Singapore,Equatorial Guinea,3
Singapore,Ghana,5
Singapore,Grenada,2
Singapore,Kyrgyzstan,1
Singapore,Trinidad and Tobago,1
Singapore,New Caledonia,2
Singapore,Albania,2
Singapore,East Timor,1
Singapore,Kazakhstan,4
Singapore,Antigua and Barbuda,2
Singapore,New Zealand,4
Singapore,Gibraltar,1
Singapore,Libya,3
Singapore,Aruba,1
Puerto Rico,Canada,2
Puerto Rico,Croatia,1
Puerto Rico,Suriname,1
Puerto Rico,Poland,2
Puerto Rico,Israel,2
Puerto Rico,Virgin Islands,2
Puerto Rico,Ethiopia,1
Puerto Rico,Tunisia,1
Puerto Rico,Taiwan,2
Puerto Rico,Barbados,1
Puerto Rico,Pakistan,1
Puerto Rico,Honduras,1
Puerto Rico,Estonia,1
Puerto Rico,Saint Lucia,2
Puerto Rico,Georgia,2
Puerto Rico,Bulgaria,1
Puerto Rico,Burundi,1
Puerto Rico,Austria,2
Puerto Rico,Netherlands Antilles,2
Puerto Rico,Equatorial Guinea,2
Puerto Rico,Madagascar,1
Puerto Rico,Ghana,1
Puerto Rico,Grenada,1
Puerto Rico,Kazakhstan,1
Puerto Rico,Antigua and Barbuda,1
Puerto Rico,Aruba,1
Saint Lucia,Canada,2
Saint Lucia,Isle of Man,1
Saint Lucia,Croatia,2
Saint Lucia,Cayman Islands,1
Saint Lucia,Poland,2
Saint Lucia,Maldives,1
Saint Lucia,Israel,2
Saint Lucia,Virgin Islands,2
Saint Lucia,Bermuda,1
Saint Lucia,Sri Lanka,1
Saint Lucia,Turks and Caicos Islands,1
Saint Lucia,Lithuania,1
Saint Lucia,Tunisia,1
Saint Lucia,Taiwan,1
Saint Lucia,Barbados,2
Saint Lucia,Namibia,1
Saint Lucia,Saint Kitts and Nevis,1
Saint Lucia,Georgia,1
Saint Lucia,Bulgaria,2
Saint Lucia,Austria,2
Saint Lucia,Netherlands Antilles,1
Saint Lucia,Equatorial Guinea,1
Saint Lucia,Madagascar,1
Saint Lucia,Ghana,1
Saint Lucia,Grenada,2
Saint Lucia,Trinidad and Tobago,1
Saint Lucia,Albania,1
Saint Lucia,Kazakhstan,1
Saint Lucia,Antigua and Barbuda,2
Saint Lucia,Gibraltar,1
Saint Lucia,Libya,1
Bulgaria,Canada,4
Bulgaria,Isle of Man,1
Bulgaria,Croatia,4
Bulgaria,Montenegro,1
Bulgaria,Cayman Islands,1
Bulgaria,Poland,4
Bulgaria,Maldives,3
Bulgaria,Israel,3
Bulgaria,Nepal,2
Bulgaria,Afghanistan,1
Bulgaria,Sudan,2
Bulgaria,Virgin Islands,2
Bulgaria,Ethiopia,2
Bulgaria,Bangladesh,2
Bulgaria,Bermuda,1
Bulgaria,Mongolia,1
Bulgaria,Sri Lanka,3
Bulgaria,Macedonia,1
Bulgaria,Turks and Caicos Islands,1
Bulgaria,Tajikistan,1
Bulgaria,Somalia,1
Bulgaria,Lithuania,2
Bulgaria,Tunisia,3
Bulgaria,Moldova,1
Bulgaria,Taiwan,1
Bulgaria,Barbados,1
Bulgaria,Namibia,1
Bulgaria,Pakistan,2
Bulgaria,Uzbekistan,1
Bulgaria,Mozambique,1
Bulgaria,Estonia,1
Bulgaria,Saint Kitts and Nevis,1
Bulgaria,Burma,1
Bulgaria,Yemen,1
Bulgaria,Bosnia and Herzegovina,1
Bulgaria,Georgia,3
Bulgaria,South Sudan,1
Bulgaria,Austria,4
Bulgaria,Netherlands Antilles,1
Bulgaria,Iraq,2
Bulgaria,Iran,2
Bulgaria,Turkmenistan,1
Bulgaria,Equatorial Guinea,2
Bulgaria,Madagascar,1
Bulgaria,Ghana,2
Bulgaria,Grenada,1
Bulgaria,Kyrgyzstan,1
Bulgaria,Trinidad and Tobago,1
Bulgaria,Albania,2
Bulgaria,Kazakhstan,2
Bulgaria,Antigua and Barbuda,1
Bulgaria,Gibraltar,1
Bulgaria,Libya,2
Equatorial Guinea,Canada,3
Equatorial Guinea,Croatia,2
Equatorial Guinea,Montenegro,1
Equatorial Guinea,Suriname,1
Equatorial Guinea,Poland,3
Equatorial Guinea,Maldives,1
Equatorial Guinea,Israel,3
Equatorial Guinea,Nepal,1
Equatorial Guinea,Afghanistan,1
Equatorial Guinea,Sudan,1
Equatorial Guinea,Virgin Islands,2
Equatorial Guinea,Ethiopia,2
Equatorial Guinea,Bangladesh,1
Equatorial Guinea,Mongolia,1
Equatorial Guinea,Sri Lanka,1
Equatorial Guinea,Macedonia,1
Equatorial Guinea,Tajikistan,1
Equatorial Guinea,Somalia,1
Equatorial Guinea,Lithuania,1
Equatorial Guinea,Moldova,1
Equatorial Guinea,Tunisia,2
Equatorial Guinea,Taiwan,2
Equatorial Guinea,Pakistan,2
Equatorial Guinea,Honduras,1
Equatorial Guinea,Uzbekistan,1
Equatorial Guinea,Estonia,2
Equatorial Guinea,Yemen,1
Equatorial Guinea,Bosnia and Herzegovina,1
Equatorial Guinea,Georgia,3
Equatorial Guinea,South Sudan,1
Equatorial Guinea,Burundi,1
Equatorial Guinea,Austria,3
Equatorial Guinea,Netherlands Antilles,2
Equatorial Guinea,Iraq,1
Equatorial Guinea,Iran,1
Equatorial Guinea,Turkmenistan,1
Equatorial Guinea,Madagascar,1
Equatorial Guinea,Ghana,2
Equatorial Guinea,Kyrgyzstan,1
Equatorial Guinea,Albania,1
Equatorial Guinea,Kazakhstan,2
Equatorial Guinea,Libya,1
Equatorial Guinea,Aruba,1
Virgin Islands,Canada,3
Virgin Islands,Isle of Man,1
Virgin Islands,Croatia,2
Virgin Islands,Suriname,1
Virgin Islands,Cayman Islands,1
Virgin Islands,Poland,3
Virgin Islands,Maldives,1
Virgin Islands,Israel,3
Virgin Islands,Ethiopia,1
Virgin Islands,Bermuda,1
Virgin Islands,Sri Lanka,1
Virgin Islands,Turks and Caicos Islands,1
Virgin Islands,Lithuania,1
Virgin Islands,Tunisia,1
Virgin Islands,Taiwan,2
Virgin Islands,Barbados,1
Virgin Islands,Namibia,1
Virgin Islands,Pakistan,1
Virgin Islands,Honduras,1
Virgin Islands,Estonia,1
Virgin Islands,Saint Kitts and Nevis,1
Virgin Islands,Georgia,2
Virgin Islands,Burundi,1
Virgin Islands,Austria,3
Virgin Islands,Netherlands Antilles,2
Virgin Islands,Madagascar,1
Virgin Islands,Ghana,2
Virgin Islands,Grenada,1
Virgin Islands,Trinidad and Tobago,1
Virgin Islands,Albania,1
Virgin Islands,Kazakhstan,2
Virgin Islands,Antigua and Barbuda,1
Virgin Islands,Gibraltar,1
Virgin Islands,Libya,1
Virgin Islands,Aruba,1
Netherlands Antilles,Canada,2
Netherlands Antilles,Croatia,1
Netherlands Antilles,Suriname,1
Netherlands Antilles,Poland,2
Netherlands Antilles,Israel,2
Netherlands Antilles,Ethiopia,1
Netherlands Antilles,Tunisia,1
Netherlands Antilles,Taiwan,2
Netherlands Antilles,Pakistan,1
Netherlands Antilles,Honduras,1
Netherlands Antilles,Estonia,1
Netherlands Antilles,Georgia,2
Netherlands Antilles,Burundi,1
Netherlands Antilles,Austria,2
Netherlands Antilles,Madagascar,1
Netherlands Antilles,Ghana,1
Netherlands Antilles,Kazakhstan,1
Netherlands Antilles,Aruba,1
Georgia,Canada,4
Georgia,Croatia,3
Georgia,Montenegro,1
Georgia,Suriname,1
Georgia,Poland,4
Georgia,Maldives,2
Georgia,Israel,3
Georgia,Nepal,2
Georgia,Afghanistan,1
Georgia,Sudan,2
Georgia,Ethiopia,3
Georgia,Bangladesh,2
Georgia,Mongolia,1
Georgia,Sri Lanka,2
Georgia,Macedonia,1
Georgia,Tajikistan,1
Georgia,Somalia,1
Georgia,Lithuania,1
Georgia,Tunisia,3
Georgia,Moldova,1
Georgia,Taiwan,2
Georgia,Pakistan,3
Georgia,Honduras,1
Georgia,Uzbekistan,1
Georgia,Mozambique,1
Georgia,Estonia,2
Georgia,Burma,1
Georgia,Yemen,1
Georgia,Bosnia and Herzegovina,1
Georgia,South Sudan,1
Georgia,Burundi,1
Georgia,Austria,4
Georgia,Iraq,2
Georgia,Iran,2
Georgia,Turkmenistan,1
Georgia,Madagascar,1
Georgia,Ghana,2
Georgia,Kyrgyzstan,1
Georgia,Albania,1
Georgia,Kazakhstan,2
Georgia,Libya,1
Georgia,Aruba,1
Israel,Canada,4
Israel,Isle of Man,1
Israel,Croatia,3
Israel,Montenegro,1
Israel,Suriname,1
Israel,Cayman Islands,1
Israel,Poland,4
Israel,Maldives,2
Israel,Nepal,1
Israel,Afghanistan,1
Israel,Sudan,1
Israel,Ethiopia,2
Israel,Bangladesh,1
Israel,Bermuda,1
Israel,Mongolia,1
Israel,Sri Lanka,2
Israel,Macedonia,1
Israel,Turks and Caicos Islands,1
Israel,Tajikistan,1
Israel,Somalia,1
Israel,Lithuania,2
Israel,Moldova,1
Israel,Tunisia,2
Israel,Taiwan,2
Israel,Barbados,1
Israel,Namibia,1
Israel,Pakistan,2
Israel,Honduras,1
Israel,Uzbekistan,1
Israel,Estonia,2
Israel,Saint Kitts and Nevis,1
Israel,Yemen,1
Israel,Bosnia and Herzegovina,1
Israel,South Sudan,1
Israel,Burundi,1
Israel,Austria,4
Israel,Iraq,1
Israel,Iran,1
Israel,Turkmenistan,1
Israel,Madagascar,1
Israel,Ghana,3
Israel,Grenada,1
Israel,Kyrgyzstan,1
Israel,Trinidad and Tobago,1
Israel,Albania,2
Israel,Kazakhstan,3
Israel,Antigua and Barbuda,1
Israel,Gibraltar,1
Israel,Libya,2
Israel,Aruba,1
Madagascar,Swaziland,1
Madagascar,Canada,1
Madagascar,Croatia,1
Madagascar,Lesotho,1
Madagascar,Poland,1
Madagascar,Ethiopia,1
Madagascar,Tunisia,1
Madagascar,Taiwan,1
Madagascar,Namibia,1
Madagascar,Botswana,1
Madagascar,Mozambique,1
Madagascar,Seychelles,1
Madagascar,Austria,1
Madagascar,Ghana,1
Taiwan,Canada,6
Taiwan,Croatia,1
Taiwan,Suriname,1
Taiwan,Poland,4
Taiwan,Maldives,3
Taiwan,Nepal,2
Taiwan,Afghanistan,1
Taiwan,Sudan,1
Taiwan,Ethiopia,3
Taiwan,Bangladesh,3
Taiwan,Sri Lanka,3
Taiwan,Tunisia,2
Taiwan,Guam,2
Taiwan,Pakistan,3
Taiwan,Honduras,1
Taiwan,Estonia,1
Taiwan,Macau,1
Taiwan,Burma,2
Taiwan,Fiji,1
Taiwan,Seychelles,1
Taiwan,Burundi,1
Taiwan,Austria,4
Taiwan,Iraq,1
Taiwan,Iran,1
Taiwan,Brunei,1
Taiwan,Ghana,2
Taiwan,Kazakhstan,1
Taiwan,New Zealand,2
Taiwan,Libya,1
Taiwan,Aruba,1
Tunisia,Canada,4
Tunisia,Croatia,3
Tunisia,Montenegro,1
Tunisia,Poland,4
Tunisia,Maldives,3
Tunisia,Nepal,2
Tunisia,Afghanistan,2
Tunisia,Sudan,3
Tunisia,Ethiopia,3
Tunisia,Bangladesh,3
Tunisia,Mongolia,1
Tunisia,Sri Lanka,3
Tunisia,Macedonia,1
Tunisia,Tajikistan,1
Tunisia,Somalia,1
Tunisia,Lithuania,1
Tunisia,Moldova,1
Tunisia,Pakistan,3
Tunisia,Uzbekistan,1
Tunisia,Mozambique,1
Tunisia,Estonia,1
Tunisia,Burma,1
Tunisia,Yemen,1
Tunisia,Bosnia and Herzegovina,1
Tunisia,Seychelles,1
Tunisia,South Sudan,1
Tunisia,Austria,4
Tunisia,Iraq,3
Tunisia,Iran,3
Tunisia,Turkmenistan,1
Tunisia,Ghana,2
Tunisia,Kyrgyzstan,1
Tunisia,Albania,1
Tunisia,Kazakhstan,1
Tunisia,New Zealand,1
Tunisia,Libya,2
Austria,Canada,7
Austria,Isle of Man,1
Austria,Croatia,4
Austria,Montenegro,1
Austria,Suriname,1
Austria,Cayman Islands,1
Austria,Poland,7
Austria,Maldives,4
Austria,Nepal,2
Austria,Afghanistan,2
Austria,Sudan,3
Austria,Ethiopia,4
Austria,Bangladesh,3
Austria,Bermuda,1
Austria,Mongolia,1
Austria,Sri Lanka,4
Austria,Macedonia,1
Austria,Turks and Caicos Islands,1
Austria,Tajikistan,1
Austria,Somalia,1
Austria,Lithuania,2
Austria,Moldova,1
Austria,Barbados,1
Austria,Namibia,1
Austria,Guam,1
Austria,Pakistan,4
Austria,Honduras,1
Austria,Uzbekistan,1
Austria,Mozambique,1
Austria,Estonia,2
Austria,Saint Kitts and Nevis,1
Austria,Macau,1
Austria,Burma,2
Austria,Yemen,1
Austria,Bosnia and Herzegovina,1
Austria,Seychelles,1
Austria,South Sudan,1
Austria,Burundi,1
Austria,Iraq,3
Austria,Iran,3
Austria,Turkmenistan,1
Austria,Ghana,4
Austria,Grenada,1
Austria,Kyrgyzstan,1
Austria,Trinidad and Tobago,1
Austria,Albania,2
Austria,Kazakhstan,3
Austria,Antigua and Barbuda,1
Austria,New Zealand,1
Austria,Gibraltar,1
Austria,Libya,3
Austria,Aruba,1
Poland,Canada,7
Poland,Isle of Man,1
Poland,Croatia,4
Poland,Vanuatu,1
Poland,Montenegro,1
Poland,Suriname,1
Poland,Cayman Islands,1
Poland,Maldives,4
Poland,Nepal,2
Poland,Afghanistan,2
Poland,Sudan,3
Poland,Ethiopia,4
Poland,Bangladesh,3
Poland,Bermuda,1
Poland,Mongolia,1
Poland,Sri Lanka,4
Poland,Macedonia,1
Poland,Turks and Caicos Islands,1
Poland,Tajikistan,1
Poland,Somalia,1
Poland,Lithuania,2
Poland,Moldova,1
Poland,Barbados,1
Poland,Namibia,1
Poland,Guam,1
Poland,Pakistan,4
Poland,Papua New Guinea,1
Poland,Honduras,1
Poland,Uzbekistan,1
Poland,Mozambique,1
Poland,Estonia,2
Poland,Saint Kitts and Nevis,1
Poland,Macau,1
Poland,Burma,2
Poland,Yemen,1
Poland,Fiji,1
Poland,Bosnia and Herzegovina,1
Poland,Seychelles,1
Poland,South Sudan,1
Poland,Burundi,1
Poland,Iraq,3
Poland,Iran,3
Poland,Turkmenistan,1
Poland,Ghana,4
Poland,Grenada,1
Poland,Kyrgyzstan,1
Poland,Trinidad and Tobago,1
Poland,New Caledonia,1
Poland,Albania,2
Poland,East Timor,1
Poland,Kazakhstan,3
Poland,Antigua and Barbuda,1
Poland,New Zealand,2
Poland,Gibraltar,1
Poland,Libya,3
Poland,Aruba,1
Canada,Isle of Man,1
Canada,Croatia,4
Canada,Vanuatu,1
Canada,Montenegro,1
Canada,Suriname,1
Canada,Cayman Islands,1
Canada,Maldives,6
Canada,Nepal,4
Canada,Afghanistan,2
Canada,Sudan,4
Canada,Ethiopia,4
Canada,Bangladesh,5
Canada,Bermuda,1
Canada,Mongolia,1
Canada,Sri Lanka,6
Canada,Macedonia,1
Canada,Turks and Caicos Islands,1
Canada,Niue,1
Canada,Tajikistan,1
Canada,Somalia,1
Canada,Lithuania,2
Canada,Moldova,1
Canada,Norfolk Island,1
Canada,Barbados,1
Canada,Namibia,1
Canada,Guam,2
Canada,Pakistan,6
Canada,Honduras,1
Canada,Uzbekistan,1
Canada,Mozambique,1
Canada,Estonia,2
Canada,Saint Kitts and Nevis,1
Canada,Macau,1
Canada,Burma,3
Canada,Yemen,1
Canada,Bosnia and Herzegovina,1
Canada,Fiji,2
Canada,Seychelles,2
Canada,Samoa,1
Canada,South Sudan,1
Canada,Burundi,1
Canada,Iraq,4
Canada,Tonga,1
Canada,Cook Islands,1
Canada,Iran,4
Canada,Turkmenistan,1
Canada,Ghana,4
Canada,Grenada,1
Canada,Kyrgyzstan,1
Canada,Trinidad and Tobago,1
Canada,Albania,2
Canada,New Caledonia,1
Canada,Kazakhstan,4
Canada,Antigua and Barbuda,1
Canada,New Zealand,2
Canada,Gibraltar,1
Canada,Libya,3
Canada,Aruba,1
Croatia,Isle of Man,1
Croatia,Montenegro,1
Croatia,Cayman Islands,1
Croatia,Maldives,3
Croatia,Nepal,2
Croatia,Afghanistan,1
Croatia,Sudan,2
Croatia,Ethiopia,2
Croatia,Bangladesh,2
Croatia,Bermuda,1
Croatia,Mongolia,1
Croatia,Sri Lanka,3
Croatia,Macedonia,1
Croatia,Turks and Caicos Islands,1
Croatia,Tajikistan,1
Croatia,Somalia,1
Croatia,Lithuania,2
Croatia,Moldova,1
Croatia,Barbados,1
Croatia,Namibia,1
Croatia,Pakistan,2
Croatia,Uzbekistan,1
Croatia,Mozambique,1
Croatia,Estonia,1
Croatia,Saint Kitts and Nevis,1
Croatia,Burma,1
Croatia,Yemen,1
Croatia,Bosnia and Herzegovina,1
Croatia,South Sudan,1
Croatia,Iraq,2
Croatia,Iran,2
Croatia,Turkmenistan,1
Croatia,Ghana,2
Croatia,Grenada,1
Croatia,Kyrgyzstan,1
Croatia,Trinidad and Tobago,1
Croatia,Albania,2
Croatia,Kazakhstan,2
Croatia,Antigua and Barbuda,1
Croatia,Gibraltar,1
Croatia,Libya,2
Ghana,Swaziland,1
Ghana,Isle of Man,1
Ghana,Lesotho,1
Ghana,Montenegro,1
Ghana,Suriname,1
Ghana,Cayman Islands,1
Ghana,Maldives,3
Ghana,Nepal,1
Ghana,Afghanistan,2
Ghana,Sudan,2
Ghana,Ethiopia,4
Ghana,Bangladesh,2
Ghana,Bermuda,1
Ghana,Mongolia,1
Ghana,Sri Lanka,3
Ghana,Macedonia,1
Ghana,Turks and Caicos Islands,1
Ghana,Tajikistan,1
Ghana,Somalia,1
Ghana,Lithuania,2
Ghana,Moldova,1
Ghana,Barbados,1
Ghana,Namibia,2
Ghana,Pakistan,3
Ghana,Botswana,1
Ghana,Honduras,1
Ghana,Uzbekistan,1
Ghana,Mozambique,1
Ghana,Estonia,2
Ghana,Saint Kitts and Nevis,1
Ghana,Yemen,1
Ghana,Bosnia and Herzegovina,1
Ghana,Seychelles,2
Ghana,South Sudan,1
Ghana,Burundi,1
Ghana,Iraq,2
Ghana,Iran,2
